EmployeeID,DepartmentID,RateChangeDate,Rate,PayFrequency,LoginID,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,ShiftID,StartDate,EndDate,ModifiedDate,DepartmentName,Sub-Department
250,13,00:00.0,22.5,2,adventure-works\sheela0,3,Purchasing Manager,2/8/1987,S,F,2/23/2020,1,49,44,1,1,7/28/2020,7/12/2021,00:00.0,Quality Assurance,Quality Assurance
227,14,00:00.0,24.0385,2,adventure-works\gary1,2,Facilities Manager,2/16/1980,M,M,11/30/2018,1,86,63,1,1,11/30/2018,NULL,00:00.0,Facilities and Maintenance,Executive General and Administration
228,14,00:00.0,20.4327,2,adventure-works\christian0,3,Maintenance Supervisor,1/15/1985,M,M,12/12/2017,1,92,66,1,1,12/12/2017,NULL,00:00.0,Facilities and Maintenance,Executive General and Administration
233,14,00:00.0,9.75,2,adventure-works\magnus0,3,Facilities Administrative Assistant,8/24/1980,M,M,12/19/2018,0,87,63,1,1,12/19/2018,NULL,00:00.0,Facilities and Maintenance,Executive General and Administration
121,15,00:00.0,19.2308,2,adventure-works\pilar0,3,Shipping and Receiving Supervisor,9/7/1981,S,M,12/31/2017,1,93,66,1,1,12/31/2017,NULL,00:00.0,Shipping and Receiving,Inventory Management
125,15,00:00.0,9.5,2,adventure-works\matthias0,4,Shipping and Receiving Clerk,11/9/1982,M,M,1/18/2018,0,94,67,1,1,1/18/2018,NULL,00:00.0,Shipping and Receiving,Inventory Management
126,15,00:00.0,9,1,adventure-works\jimmy0,4,Stocker,5/2/1994,M,M,2/24/2018,0,96,68,1,1,2/24/2018,NULL,00:00.0,Shipping and Receiving,Inventory Management
1,16,00:00.0,125.5,2,adventure-works\ken0,NULL,Chief Executive Officer,1/27/1978,S,M,1/12/2018,1,99,69,1,1,1/12/2018,NULL,00:00.0,Executive,Executive General and Administration
234,16,00:00.0,39.06,2,adventure-works\laura1,1,Chief Financial Officer,1/3/1985,M,F,1/29/2018,1,0,20,1,1,11/12/2022,NULL,00:00.0,Executive,Executive General and Administration
234,16,00:00.0,48.5577,2,adventure-works\laura1,1,Chief Financial Officer,1/3/1985,M,F,1/29/2018,1,0,20,1,1,11/12/2022,NULL,00:00.0,Executive,Executive General and Administration
234,16,00:00.0,60.0962,2,adventure-works\laura1,1,Chief Financial Officer,1/3/1985,M,F,1/29/2018,1,0,20,1,1,11/12/2022,NULL,00:00.0,Executive,Executive General and Administration
